Name,Customer_ID,Account_Number,Meter_Number,Age,Location,Income,Purchase_Frequency,Purchase_History,Churn_Status,Customer_Satisfaction_Score,Average_Resolution_Time_Hours,Complaint_Frequency,Transaction_DateTime,Transaction_Reference,Receipt_Number,Payment_Type,Meter_Type,Tariff_Class,Amount_Paid,Units_Purchased,Token,VAT,Service_Charge,Debt_Arrears,Previous_Meter_Reading,Current_Meter_Reading,Energy_Consumption,Billing_Cycle,Billing_Accuracy,Power_Outage_Frequency,Power_Outage_Duration_Hours,Service_Usage
Jessica Lee,CUST501135,AEDC101135,MTR201135,23,"Kurudu, Abuja, Nigeria",33622,1,4638.42,No,3.13,24.63,4,2026-01-01 21:42:13.945884,10a9508e-6175-4301-a84a-8d43789263fe,RCPT301135,Transfer,Postpaid,A,4383.3,68.41,,328.75,708.25,27685.43,7802,7870,68,May-2025,0.81,6,16.55,83.51
Hailey Vasquez,CUST501136,AEDC101136,MTR201136,26,"Wuse, Abuja, Nigeria",34220,11,30018.42,No,3.45,26.01,4,2025-10-20 14:59:37.985559,3415158c-4591-4e51-b469-393a27df3b5b,RCPT301136,Transfer,Postpaid,B,2606.85,43.92,,195.51,366.15,18127.35,6175,6218,43,May-2025,0.91,5,9.79,532.11
Kyle Wilson,CUST501137,AEDC101137,MTR201137,50,"Lugbe, Abuja, Nigeria",30000,9,36638.12,No,3.93,29.77,2,2026-02-10 04:47:12.041549,8f44a087-1511-4fe9-ad58-8b89b8e6ee0d,RCPT301137,Cash,Prepaid,A,3121.88,33.27,49827406911479400917,234.14,523.64,4531.16,2661,2694,33,Feb-2025,0.86,3,7.51,256.96
Jonathan Scott,CUST501138,AEDC101138,MTR201138,36,"Dutse, Abuja, Nigeria",71702,5,35902.23,No,3.91,23.23,2,2026-03-17 01:39:37.240710,175f6adb-15e3-4e03-afca-011226b2f840,RCPT301138,Transfer,Prepaid,C,6844.23,56.37,71112287594650528805,513.32,1925.05,7738.2,6952,7008,56,Jan-2025,0.97,8,9.2,270.72
Allison Alvarez,CUST501139,AEDC101139,MTR201139,41,"Gwagwalada, Abuja, Nigeria",31046,5,8847.75,No,3.11,41.97,4,2025-11-04 10:00:13.178992,40e9b4ab-b7f6-4cb9-89d0-b6fe864e3c8d,RCPT301139,Transfer,Postpaid,A,1943.77,16.1,,145.78,489.65,29039.14,3086,3102,16,Apr-2025,0.91,8,13.48,72.29
Mitchell Green,CUST501140,AEDC101140,MTR201140,45,"Maitama, Abuja, Nigeria",34014,8,19410.93,No,4.89,2.0,0,2026-02-16 09:04:16.566601,5f4dee63-fcee-4d21-a5cd-7c70b812723f,RCPT301140,POS,Prepaid,C,2381.95,27.62,30956251725122748274,178.65,2275.15,9390.06,5930,5957,27,Apr-2025,0.99,2,1.72,197.1
Kristie Pollard,CUST501141,AEDC101141,MTR201141,53,"Gwarinpa, Abuja, Nigeria",35666,9,26856.26,No,4.43,22.59,0,2026-02-17 04:19:00.437371,e54c841c-c344-4638-aecf-12af39adc915,RCPT301141,Mobile App,Postpaid,A,2786.62,38.06,,209.0,928.93,21551.04,2819,2857,38,Jan-2025,0.78,3,6.94,278.64
Jesse Bell,CUST501142,AEDC101142,MTR201142,26,"Wuse, Abuja, Nigeria",94426,7,70286.19,No,3.32,33.24,3,2025-05-29 03:48:50.876493,257f952a-de46-4838-9e5c-a875033fc98f,RCPT301142,POS,Prepaid,C,7544.88,80.59,02796328756312345260,565.87,1993.05,21604.87,7400,7480,80,Jan-2025,0.97,6,15.05,581.51
Richard Smith,CUST501143,AEDC101143,MTR201143,33,"Asokoro, Abuja, Nigeria",91197,8,74744.84,No,4.06,17.57,3,2025-10-23 00:21:44.812723,f5a70be6-0fe9-4197-bbac-7b9db6550fdb,RCPT301143,POS,Prepaid,C,7259.31,90.96,88778053563996201010,544.45,2149.16,23382.3,4002,4092,90,Apr-2025,0.95,6,3.27,665.54
Jonathan Booth,CUST501144,AEDC101144,MTR201144,62,"Wuse, Abuja, Nigeria",80624,3,10640.01,No,4.59,27.35,0,2025-07-13 12:33:40.598367,efaffd17-21e1-4a65-9c83-6cc6d816af8e,RCPT301144,Mobile App,Postpaid,B,4126.05,43.55,,309.45,1043.35,28755.31,2950,2993,43,Jun-2025,0.8,1,2.64,71.84
Alyssa Torres,CUST501145,AEDC101145,MTR201145,30,"Maitama, Abuja, Nigeria",99886,9,100888.64,No,2.84,43.7,4,2025-05-22 18:00:55.776459,887ceef5-f7dd-4f8c-baa8-56770ef7e5e4,RCPT301145,Transfer,Postpaid,A,12893.62,132.22,,967.02,903.55,26662.26,7467,7599,132,May-2025,0.84,7,18.54,1174.84
Daniel May,CUST501146,AEDC101146,MTR201146,25,"Maitama, Abuja, Nigeria",30000,9,16667.99,No,4.25,24.26,1,2025-10-29 22:17:32.700469,4d92458c-901a-4a8d-882d-d620852f954b,RCPT301146,Cash,Postpaid,C,1388.37,22.84,,104.13,1052.8,10741.62,3379,3401,22,Jan-2025,0.86,5,6.22,115.2
Katherine Dougherty,CUST501147,AEDC101147,MTR201147,18,"Karu, Abuja, Nigeria",77774,8,72780.81,No,4.58,35.65,0,2026-01-16 23:33:23.575485,6388f4cd-190b-414b-9b3d-3bfd246f390c,RCPT301147,Transfer,Prepaid,C,10690.96,97.68,68960245264661213576,801.82,1929.44,7605.04,3331,3428,97,Mar-2025,0.86,1,1.27,824.18
Andrew Huber,CUST501148,AEDC101148,MTR201148,43,"Gwagwalada, Abuja, Nigeria",50300,6,39968.61,No,4.64,35.79,0,2025-04-05 05:13:10.856894,1dc92a9b-720f-4ce1-88de-d798498155d4,RCPT301148,Mobile App,Postpaid,B,6687.81,66.7,,501.59,1302.73,14024.74,6708,6774,66,May-2025,0.91,0,0.0,433.01
Ronald Bailey,CUST501149,AEDC101149,MTR201149,42,"Dutse, Abuja, Nigeria",41633,5,7889.52,Yes,4.61,23.62,0,2025-11-09 15:05:12.746398,f85d0129-4917-47be-b587-b202187e23ba,RCPT301149,Mobile App,Postpaid,A,1114.27,11.35,,83.57,1064.36,46307.8,7265,7276,11,Jan-2025,0.87,4,3.14,20.0
Jason Stuart,CUST501150,AEDC101150,MTR201150,32,"Gwarinpa, Abuja, Nigeria",72351,10,29084.94,No,2.95,47.7,6,2025-04-11 05:29:40.355867,846188fc-f957-4f72-ad0f-57c4a51d0737,RCPT301150,Transfer,Postpaid,A,2543.42,30.4,,190.76,303.86,14623.59,5930,5960,30,May-2025,0.83,5,7.46,315.16
John Spears,CUST501151,AEDC101151,MTR201151,22,"Apo, Abuja, Nigeria",214268,10,257649.57,No,4.5,9.96,0,2025-11-26 10:05:15.216093,ea496ede-8579-4420-a16b-e93f34bccae7,RCPT301151,Cash,Prepaid,C,21955.04,218.89,77031766745939647695,1646.63,1287.2,28953.49,6842,7060,218,May-2025,1.0,4,8.06,2258.96
James Lee,CUST501152,AEDC101152,MTR201152,36,"Wuse, Abuja, Nigeria",61371,5,35952.11,No,4.7,30.48,0,2025-05-25 00:35:36.135773,ab23b553-38ea-44db-9cb1-979f509a6894,RCPT301152,Mobile App,Postpaid,C,5137.19,66.24,,385.29,1264.64,10131.75,5988,6054,66,Mar-2025,0.84,0,0.0,274.78
Rodney Powell,CUST501153,AEDC101153,MTR201153,28,"Kubwa, Abuja, Nigeria",34553,9,10563.0,No,4.79,21.02,0,2026-03-07 05:18:42.311849,b64a599f-488b-4bab-9a6f-ede350f2e610,RCPT301153,POS,Postpaid,B,1184.37,9.42,,88.83,779.02,26862.39,2058,2067,9,Apr-2025,0.84,0,0.0,60.7
Jennifer Fuentes,CUST501154,AEDC101154,MTR201154,32,"Wuse, Abuja, Nigeria",35499,11,21750.78,Yes,4.27,28.65,1,2025-10-24 16:37:07.095833,2367c041-b783-4703-8962-67042fdd59cc,RCPT301154,Cash,Prepaid,B,2182.67,17.82,10543131929171171711,163.7,1961.59,59777.47,4077,4094,17,Apr-2025,1.0,5,4.9,138.94
Douglas Brown,CUST501155,AEDC101155,MTR201155,52,"Asokoro, Abuja, Nigeria",49032,4,15844.96,Yes,4.81,10.23,0,2025-04-28 16:53:33.115648,28fcecaf-c759-42fb-9ceb-b99cf176ebe9,RCPT301155,Cash,Prepaid,B,4693.69,69.61,41092992877752653116,352.03,2095.9,16573.31,6160,6229,69,Jun-2025,0.94,1,1.85,257.79
Jean Gonzalez,CUST501156,AEDC101156,MTR201156,27,"Asokoro, Abuja, Nigeria",30000,10,42141.34,No,4.32,38.95,1,2025-11-29 00:39:05.303727,4ea76e32-4ecd-47fa-92df-0c1a23fa259a,RCPT301156,Transfer,Postpaid,C,5018.32,74.12,,376.37,1809.29,5458.23,3108,3182,74,Apr-2025,0.92,1,1.78,714.21
Dana Howell,CUST501157,AEDC101157,MTR201157,37,"Maitama, Abuja, Nigeria",104346,3,20924.98,No,3.8,28.51,2,2025-09-08 01:21:38.069244,62903f91-7f24-4413-8444-446469be7e76,RCPT301157,POS,Postpaid,A,7975.26,70.2,,598.14,983.22,23526.08,6333,6403,70,Jun-2025,0.82,7,10.34,271.54
Sarah Valdez,CUST501158,AEDC101158,MTR201158,46,"Gwarinpa, Abuja, Nigeria",73274,8,30800.21,No,4.67,33.19,0,2025-09-22 08:26:02.574038,b084ab62-1327-4e14-88a8-07058a176fd3,RCPT301158,Mobile App,Prepaid,C,3505.08,29.8,65738309992677037716,262.88,1650.68,15899.92,5515,5544,29,Feb-2025,0.94,0,0.0,230.86
Tristan Kim,CUST501159,AEDC101159,MTR201159,59,"Gwarinpa, Abuja, Nigeria",102968,10,48478.95,No,1.92,45.68,7,2025-10-09 13:09:06.828684,b8d3675a-2894-4710-86a0-b566ae9ffb1f,RCPT301159,Transfer,Prepaid,B,4598.67,43.37,75491521148959892020,344.9,605.81,24159.49,7812,7855,43,Mar-2025,0.97,9,24.39,448.27
Sheena Martin,CUST501160,AEDC101160,MTR201160,22,"Lugbe, Abuja, Nigeria",155789,9,134652.0,No,3.05,30.13,4,2025-05-13 16:47:21.987383,f0110783-9356-43a0-82bc-61c53a6a13dd,RCPT301160,Mobile App,Postpaid,B,13874.73,122.95,,1040.6,2268.29,475.97,1296,1418,122,Jun-2025,0.85,6,16.93,1094.4
Sharon Evans PhD,CUST501161,AEDC101161,MTR201161,33,"Gwagwalada, Abuja, Nigeria",33465,5,16702.78,No,3.12,23.18,5,2026-02-13 11:53:44.515796,9e84638f-cb4f-497a-b6b7-e42515e12cc0,RCPT301161,Mobile App,Postpaid,B,2965.73,38.8,,222.43,2024.21,18134.04,7398,7436,38,May-2025,0.95,6,12.93,164.7
Gwendolyn Campbell,CUST501162,AEDC101162,MTR201162,62,"Asokoro, Abuja, Nigeria",144474,6,80377.13,No,3.7,37.83,3,2025-10-25 18:16:53.708515,326e1137-c368-494b-a748-0b8ab48cfaaf,RCPT301162,Transfer,Postpaid,A,9646.03,75.49,,723.45,1514.4,26894.6,4100,4175,75,Feb-2025,0.84,5,6.39,478.62
Ernest Green DDS,CUST501163,AEDC101163,MTR201163,28,"Gwagwalada, Abuja, Nigeria",43143,6,7841.48,No,4.52,25.74,0,2025-10-28 11:10:36.567606,552c7339-bcd7-4c65-ae17-c5d7bf4ba4a4,RCPT301163,Mobile App,Prepaid,A,1333.66,14.81,53070864249926889318,100.02,1667.54,24124.42,7639,7653,14,Jan-2025,0.89,2,4.52,175.63
Michael Morrison,CUST501164,AEDC101164,MTR201164,29,"Lugbe, Abuja, Nigeria",37414,3,3996.55,No,4.44,16.22,0,2026-02-06 14:30:40.876610,19a6745d-d870-4a87-9307-517f3963cdc2,RCPT301164,Mobile App,Postpaid,A,1174.91,9.65,,88.12,651.28,29514.25,3259,3268,9,Jan-2025,0.82,5,7.87,20.0
Melissa Shelton,CUST501165,AEDC101165,MTR201165,61,"Wuse, Abuja, Nigeria",90279,12,74474.91,No,3.13,39.83,5,2025-10-24 22:00:08.589352,572106f0-aed3-4a9e-8d1f-4dd9d5b97810,RCPT301165,Mobile App,Postpaid,C,6028.58,75.44,,452.14,1505.96,16738.33,7109,7184,75,Mar-2025,0.87,8,9.52,835.44
Ashley Booth,CUST501166,AEDC101166,MTR201166,53,"Apo, Abuja, Nigeria",99416,7,28008.7,No,3.48,34.64,4,2025-08-04 14:46:30.466336,79fb2f78-8781-4b24-abbf-d5b1ce353907,RCPT301166,Mobile App,Postpaid,C,3871.4,39.68,,290.36,1677.95,7183.53,2896,2935,39,Feb-2025,0.85,8,7.4,274.77
John Robinson,CUST501167,AEDC101167,MTR201167,28,"Lugbe, Abuja, Nigeria",59797,8,22357.78,No,4.67,33.05,0,2025-05-10 10:06:47.260946,73786ce4-e65b-40a7-a5e7-e90c1077c8c0,RCPT301167,Transfer,Prepaid,C,2240.83,17.64,16953281348580520082,168.06,2113.1,24755.81,1956,1973,17,Jan-2025,0.89,0,0.0,35.22
Matthew Kim,CUST501168,AEDC101168,MTR201168,49,"Gwagwalada, Abuja, Nigeria",30000,12,43605.97,No,4.16,39.41,1,2025-05-07 15:34:20.411288,2ee73c75-78fe-46ee-88bd-f64de1e38973,RCPT301168,Transfer,Prepaid,C,4212.53,65.94,77462282990211397635,315.94,2063.95,14633.25,4843,4908,65,Mar-2025,0.99,5,4.87,832.85
Charles Smith,CUST501169,AEDC101169,MTR201169,45,"Kubwa, Abuja, Nigeria",130594,8,129606.71,No,3.99,17.21,1,2025-05-28 03:47:12.970981,b1059740-3852-4dea-8d9c-d44e6c317ec4,RCPT301169,Mobile App,Postpaid,C,17177.3,197.94,,1288.3,1386.24,18503.45,2566,2763,197,Jun-2025,0.85,7,12.7,1623.83
Mary Navarro,CUST501170,AEDC101170,MTR201170,36,"Maitama, Abuja, Nigeria",30179,8,17751.17,No,4.53,27.57,0,2025-08-21 21:34:34.003090,7e86c9da-6642-4a6f-8626-8b86e2eea89c,RCPT301170,Cash,Prepaid,C,1625.06,12.91,44121020780081983946,121.88,1747.24,16407.07,5607,5619,12,Jan-2025,0.94,3,3.96,54.94
Michelle Anderson,CUST501171,AEDC101171,MTR201171,40,"Asokoro, Abuja, Nigeria",30000,9,15108.03,Yes,4.12,22.92,2,2026-03-22 00:54:28.042398,b7322896-ed0e-48d1-bac6-b8e96a57cfc4,RCPT301171,Transfer,Postpaid,C,1256.15,12.15,,94.21,2172.12,25293.85,3297,3309,12,Mar-2025,0.9,4,4.96,71.74
Mrs. Misty Miller MD,CUST501172,AEDC101172,MTR201172,32,"Gwarinpa, Abuja, Nigeria",30000,10,13843.21,No,4.05,22.45,0,2026-01-28 18:15:44.427677,61b39b0e-3b9d-4a26-99e2-da1857860e20,RCPT301172,Cash,Postpaid,A,1283.03,20.06,,96.23,1713.04,801.14,6645,6665,20,Mar-2025,0.89,5,14.52,215.03
Thomas Morales,CUST501173,AEDC101173,MTR201173,34,"Kurudu, Abuja, Nigeria",90326,2,16204.56,No,4.51,28.76,1,2025-10-12 22:17:37.345689,b7fe13e8-f042-4730-9eda-0109b051f2c9,RCPT301173,Cash,Prepaid,C,9166.59,118.69,42850259382491002253,687.49,1755.09,17157.83,4096,4214,118,Apr-2025,1.0,0,0.0,308.28
Anthony Shelton,CUST501174,AEDC101174,MTR201174,42,"Kurudu, Abuja, Nigeria",30000,8,18845.79,No,3.76,31.27,4,2025-06-24 02:35:15.668463,d98870d1-839c-4683-9ea0-f80bd73b86cd,RCPT301174,Mobile App,Postpaid,C,1947.45,24.44,,146.06,362.83,873.27,7680,7704,24,Mar-2025,0.85,4,2.6,208.77
Shannon Klein,CUST501175,AEDC101175,MTR201175,38,"Apo, Abuja, Nigeria",91892,10,35976.01,Yes,4.17,26.41,0,2026-01-02 19:51:48.294739,b0570077-ee28-4a92-96c1-05ad277e7cc7,RCPT301175,Transfer,Postpaid,B,3831.38,40.53,,287.35,1836.59,57505.95,2187,2227,40,Jan-2025,0.9,5,11.37,440.69
Kari Alvarez,CUST501176,AEDC101176,MTR201176,23,"Kubwa, Abuja, Nigeria",30000,7,19859.21,No,4.46,8.42,1,2025-08-22 16:51:19.594280,d365d369-25ec-47e6-9880-949c51a3e656,RCPT301176,Cash,Prepaid,C,2081.77,20.69,05053202483541303003,156.13,894.06,1978.18,7928,7948,20,Jan-2025,0.99,7,5.2,187.97
John Wallace,CUST501177,AEDC101177,MTR201177,24,"Kurudu, Abuja, Nigeria",30000,7,9246.89,Yes,3.96,43.21,1,2026-02-26 14:52:18.837497,201276d9-edcc-4c02-95e7-53536fec35d4,RCPT301177,Cash,Prepaid,A,1412.57,12.29,23146947342848798166,105.94,680.92,41710.28,1952,1964,12,Feb-2025,0.91,4,8.07,20.0
Jeff Hess,CUST501178,AEDC101178,MTR201178,18,"Lugbe, Abuja, Nigeria",30000,5,8716.72,No,2.8,56.72,6,2025-12-20 12:00:22.796654,abb2da7f-5511-46b0-a074-4d1f14686930,RCPT301178,POS,Postpaid,B,1746.48,14.36,,130.99,795.39,16678.42,7875,7889,14,Jun-2025,0.86,7,8.65,148.24
Jeffrey Hernandez,CUST501179,AEDC101179,MTR201179,48,"Jabi, Abuja, Nigeria",149090,4,31222.23,No,4.23,16.31,2,2025-12-21 04:30:07.950594,fff15b24-b086-4f8f-ab05-376bea5039d8,RCPT301179,Cash,Postpaid,B,8222.09,124.93,,616.66,1868.04,12421.45,7926,8050,124,Apr-2025,0.81,3,4.06,423.08
Hunter Alexander,CUST501180,AEDC101180,MTR201180,22,"Jabi, Abuja, Nigeria",31504,7,17709.36,No,4.12,19.0,1,2025-11-22 05:47:52.076915,7a97613a-6550-4b59-aa2d-5ebaa97d7fbc,RCPT301180,Mobile App,Prepaid,C,2014.62,35.54,71238556969032761800,151.1,1151.78,22168.71,5895,5930,35,Jan-2025,0.94,8,9.71,193.47
Patricia Mendoza,CUST501181,AEDC101181,MTR201181,18,"Lugbe, Abuja, Nigeria",30000,4,15744.31,No,2.92,38.16,3,2025-08-12 03:22:24.262771,23af7cd7-54ff-414b-a00c-8a173c5514ae,RCPT301181,Mobile App,Prepaid,C,3820.36,29.66,47218689853718168195,286.53,549.47,29660.31,4439,4468,29,Jun-2025,0.99,9,22.01,169.29
Donna Brown,CUST501182,AEDC101182,MTR201182,32,"Jabi, Abuja, Nigeria",78059,5,49798.63,No,4.61,6.98,0,2025-12-22 00:41:55.739206,5ac7dcf4-4689-4bf3-8d70-6054bb6352df,RCPT301182,Cash,Prepaid,B,7304.06,70.41,52472613898548533557,547.8,581.0,28520.86,4935,5005,70,Apr-2025,0.96,6,6.45,360.31
Paula Cook,CUST501183,AEDC101183,MTR201183,44,"Gwagwalada, Abuja, Nigeria",53565,8,22297.34,Yes,3.57,25.18,5,2025-07-30 00:01:44.101743,40f3f0ec-7786-4bcd-9459-361e9a741a06,RCPT301183,Mobile App,Postpaid,B,2785.49,32.45,,208.91,2188.51,20785.35,5755,5787,32,Feb-2025,0.89,4,3.56,227.39
Bruce Sanchez,CUST501184,AEDC101184,MTR201184,60,"Dutse, Abuja, Nigeria",30000,6,24684.64,Yes,3.48,19.92,3,2025-12-14 18:10:52.128713,f0f6a6c5-d9c9-40df-8138-ffe56a4f52ea,RCPT301184,Transfer,Prepaid,C,4311.51,45.65,43467704259421106016,323.36,514.55,53658.69,1962,2007,45,Apr-2025,0.97,8,14.46,319.87
Ricky Fuentes,CUST501185,AEDC101185,MTR201185,31,"Wuse, Abuja, Nigeria",53219,5,29558.58,No,3.88,24.81,3,2025-10-09 08:05:36.097309,688fa287-9935-48b8-a74e-854a015e6db0,RCPT301185,Transfer,Prepaid,C,6526.87,99.71,58450787512141616580,489.52,466.53,26501.02,7795,7894,99,May-2025,0.94,3,5.47,554.84
Garrett Hall,CUST501186,AEDC101186,MTR201186,41,"Wuse, Abuja, Nigeria",30000,8,11353.6,No,3.39,27.01,2,2025-11-30 09:19:10.939403,64fbf030-e4c1-43fe-8ba7-ce039d4f8b96,RCPT301186,Cash,Postpaid,A,1473.3,17.98,,110.5,1382.3,22931.5,7351,7368,17,Jan-2025,0.96,7,18.7,97.99
Wendy Patterson,CUST501187,AEDC101187,MTR201187,18,"Kurudu, Abuja, Nigeria",30000,5,15175.06,No,4.5,25.37,1,2025-10-14 13:08:45.944064,f2a3ae1f-9f98-4843-9769-a7f872e88e4e,RCPT301187,Mobile App,Postpaid,A,2861.77,44.59,,214.63,658.69,6366.0,7126,7170,44,Jan-2025,0.93,1,1.02,181.32
Hannah Good,CUST501188,AEDC101188,MTR201188,41,"Kurudu, Abuja, Nigeria",38426,10,49453.28,No,4.01,47.62,0,2025-05-27 22:16:18.597956,e095d554-f437-40ee-b799-7d1c6ada6567,RCPT301188,Transfer,Prepaid,B,3955.53,37.29,95194282719750997306,296.66,1529.29,27882.8,3969,4006,37,Feb-2025,0.95,5,10.31,343.44
Vanessa Wong,CUST501189,AEDC101189,MTR201189,36,"Dutse, Abuja, Nigeria",31859,9,11529.89,No,3.21,32.35,4,2025-09-08 05:20:52.962173,b054d586-c188-4b77-a831-1b8f8c3dbec3,RCPT301189,Mobile App,Prepaid,C,1328.25,16.15,45676410837663094417,99.62,2293.34,8528.89,7648,7664,16,Jan-2025,1.0,5,13.31,160.81
Carmen White,CUST501190,AEDC101190,MTR201190,42,"Dutse, Abuja, Nigeria",108741,5,24445.95,No,3.75,38.29,3,2026-03-29 04:29:40.539556,5152b5d4-0a28-4d9c-a3ec-611af1ec21fb,RCPT301190,POS,Prepaid,A,4386.74,62.14,39249021755837353105,329.01,1492.41,21065.97,7578,7640,62,Jan-2025,1.0,6,5.32,244.64
Shawn Bryant,CUST501191,AEDC101191,MTR201191,30,"Gwarinpa, Abuja, Nigeria",74491,6,27931.46,No,3.9,26.89,1,2026-02-14 07:02:25.821612,f7fd34bc-2aa5-457e-af52-a04d9bdf63a3,RCPT301191,Cash,Postpaid,B,3834.46,30.18,,287.58,1058.62,26952.47,4418,4448,30,Jan-2025,0.87,5,12.54,224.55
Alexa Brown,CUST501192,AEDC101192,MTR201192,52,"Asokoro, Abuja, Nigeria",30549,5,14235.11,No,4.48,23.3,0,2025-04-23 17:41:53.862183,653b4ae0-e3ba-45e3-9fd9-100b92036f53,RCPT301192,Transfer,Prepaid,B,2241.59,22.41,83141278228139328511,168.12,301.2,9905.5,1811,1833,22,Apr-2025,0.93,2,5.84,94.07
Eric Pope,CUST501193,AEDC101193,MTR201193,33,"Karu, Abuja, Nigeria",33848,7,29930.62,Yes,3.42,52.42,4,2025-04-27 01:05:45.061623,897c0929-efae-44c1-99c9-da93e4306048,RCPT301193,Cash,Postpaid,A,4138.86,33.17,,310.41,2486.28,40031.46,3499,3532,33,Jun-2025,0.81,8,5.19,263.09
Margaret Allen,CUST501194,AEDC101194,MTR201194,30,"Jabi, Abuja, Nigeria",97855,9,65050.47,No,3.67,60.26,2,2025-12-17 01:17:09.156037,3262b296-7bba-4f86-b0e4-6153127c5545,RCPT301194,Mobile App,Prepaid,A,6024.77,71.47,81000567761928971665,451.86,756.47,14600.59,4726,4797,71,May-2025,0.87,5,6.55,701.33
Zachary George,CUST501195,AEDC101195,MTR201195,27,"Wuse, Abuja, Nigeria",73017,9,72951.47,Yes,4.78,14.24,0,2026-02-09 15:44:36.780324,b4819e32-f37e-4fee-8017-00ea529bed93,RCPT301195,POS,Prepaid,C,9635.94,128.52,18079304087244550742,722.7,303.32,4184.16,1944,2072,128,Jan-2025,0.99,1,1.46,1218.67
Martin Hinton,CUST501196,AEDC101196,MTR201196,42,"Asokoro, Abuja, Nigeria",97222,7,100711.09,Yes,2.82,38.38,4,2025-10-07 13:34:19.327472,bb3986e6-c02a-4e5f-a87f-0d26748a47ba,RCPT301196,Mobile App,Prepaid,C,16642.37,254.9,61757924841783486478,1248.18,2347.52,60996.12,6257,6511,254,Feb-2025,1.0,7,19.97,1838.49
Lindsey Duran,CUST501197,AEDC101197,MTR201197,42,"Karu, Abuja, Nigeria",54266,12,62942.55,No,4.02,36.81,2,2025-07-25 07:10:37.053178,3854c800-e519-45e2-be4d-7eb9eaee9af4,RCPT301197,Cash,Postpaid,B,4494.88,64.07,,337.12,430.0,14988.89,2143,2207,64,Mar-2025,0.89,2,4.2,760.54
Laura Mendoza,CUST501198,AEDC101198,MTR201198,32,"Jabi, Abuja, Nigeria",102183,5,31639.68,Yes,3.22,29.58,4,2026-01-23 07:24:17.401041,784bc985-7425-480f-b0b7-7fa8f18e68cd,RCPT301198,POS,Postpaid,C,5337.98,43.36,,400.35,1474.4,33874.39,4801,4844,43,Feb-2025,0.92,5,13.64,234.29
Jamie Mcpherson,CUST501199,AEDC101199,MTR201199,47,"Dutse, Abuja, Nigeria",64021,8,32788.12,No,4.45,24.96,1,2025-06-26 04:13:00.979039,a42acf0d-bb9f-4ded-92ee-26f305a68205,RCPT301199,Mobile App,Postpaid,C,3221.35,34.69,,241.6,738.37,14877.16,7535,7569,34,Mar-2025,0.81,1,2.09,289.28
Eric Davila,CUST501200,AEDC101200,MTR201200,18,"Gwarinpa, Abuja, Nigeria",113702,10,152132.87,No,4.94,6.19,0,2025-09-24 23:19:32.593292,83447131-2dc3-4a69-a6f9-dfb37729639c,RCPT301200,Cash,Postpaid,B,11528.76,158.4,,864.66,1026.59,12609.47,7837,7995,158,Apr-2025,0.85,0,0.0,1489.22
Christopher Caldwell,CUST501201,AEDC101201,MTR201201,18,"Kubwa, Abuja, Nigeria",43341,11,38244.12,No,4.1,25.16,2,2026-01-23 14:21:23.226719,d6058c2d-8e10-4a69-8f82-15409fbff76c,RCPT301201,POS,Prepaid,C,2522.05,19.73,97449847079363687852,189.15,764.88,19110.47,4128,4147,19,Jun-2025,1.0,8,4.91,191.94
Jordan Lee,CUST501202,AEDC101202,MTR201202,44,"Asokoro, Abuja, Nigeria",101573,5,20127.58,No,4.61,28.23,0,2025-09-11 06:08:06.502714,a09efdc2-8103-4202-bbb4-26448fb0bc68,RCPT301202,Cash,Prepaid,A,4285.26,52.24,21051536252511265815,321.39,1444.73,27162.2,2340,2392,52,Mar-2025,0.96,1,2.16,340.02
Alexa Stafford,CUST501203,AEDC101203,MTR201203,43,"Kurudu, Abuja, Nigeria",76299,9,22914.99,No,3.34,35.38,5,2025-08-17 03:50:47.380636,4800622f-6c96-431c-9461-48469d74e2e3,RCPT301203,Mobile App,Postpaid,C,2900.24,23.49,,217.52,2261.43,16565.34,5498,5521,23,Mar-2025,0.87,5,6.17,175.75
Jacqueline Harris,CUST501204,AEDC101204,MTR201204,63,"Kubwa, Abuja, Nigeria",219207,6,128238.24,Yes,3.79,29.71,2,2025-09-18 20:49:55.258392,de31eae7-fbb6-46d0-b778-4d1953f1e4f6,RCPT301204,Mobile App,Prepaid,C,24645.27,412.19,28488485857442161973,1848.4,1231.35,18491.27,2058,2470,412,Apr-2025,0.95,7,10.26,2456.24
Miss Yvonne Macias,CUST501205,AEDC101205,MTR201205,31,"Dutse, Abuja, Nigeria",100008,7,32302.18,Yes,4.6,39.73,0,2026-02-06 01:28:33.494398,8d24151f-4880-4870-9c18-153a18e90f55,RCPT301205,Cash,Prepaid,A,5276.69,82.02,50939193033987840656,395.75,809.02,55868.66,4796,4878,82,May-2025,0.98,0,0.0,545.75
Regina Frederick,CUST501206,AEDC101206,MTR201206,18,"Lugbe, Abuja, Nigeria",229680,6,57085.43,No,4.74,26.45,0,2025-07-23 01:28:26.070136,e10a8bc3-1468-46f2-b574-19609fcdd25f,RCPT301206,Mobile App,Prepaid,C,9959.09,104.41,37829556053693945848,746.93,1645.26,10416.65,1356,1460,104,Jan-2025,1.0,0,0.0,617.59
